9	44	27	81	77
59	27	72	48	50
29	32	79	59	11
49	36	31	30	70
85	79	68	25	95
86	26	88	45	29
55	83	90	30	99
72	1	80	69	63
60	90	91	26	38
52	47	53	68	7
86	62	70	47	4
11	85	88	53	75
86	94	88	65	75
99	9	28	20	15
100	98	76	61	35
64	74	80	11	69
83	93	90	21	23
6	97	10	79	74
91	19	13	99	11
27	94	90	47	20
98	53	40	1	79
58	35	59	29	2
38	20	52	38	77
67	37	25	73	73
37	32	5	90	62
80	78	63	23	57
18	99	58	28	70
41	38	44	13	77
82	21	89	66	72
9	79	40	82	22
25	81	57	5	18
76	23	31	95	64
38	100	36	45	44
19	92	27	23	63
73	15	59	51	36
4	69	79	12	36
41	96	1	97	22
64	10	93	9	23
89	62	11	94	75
41	89	45	99	93
86	81	63	37	4
31	10	90	14	29
90	91	84	66	30
58	48	50	36	51
52	18	6	25	26
2	94	21	92	82
84	25	38	16	91
100	95	34	28	100
26	23	34	72	86
36	47	81	38	8
54	40	84	88	14
81	100	67	83	86
51	35	67	44	66
1	26	42	46	34
46	8	8	10	65
88	36	55	52	60
27	69	46	5	3
8	64	24	54	46
26	79	37	54	20
82	42	48	50	27
24	25	86	72	9
85	48	88	41	60
13	91	23	25	30
59	45	53	84	48
88	46	89	5	7
26	64	95	67	30
83	53	38	40	44
59	48	46	40	12
52	43	38	57	14
42	82	35	6	52
91	85	26	93	99
37	33	68	87	75
14	36	26	22	25
18	77	44	38	69
39	100	21	79	18
49	67	17	72	45
12	44	24	95	14
11	12	14	79	18
19	75	29	91	15
30	12	19	47	85
58	46	79	43	89
49	95	16	51	45
18	88	69	12	4
84	59	54	78	92
36	44	72	92	5
7	63	40	41	92
23	47	31	67	59
67	82	98	76	94
25	58	26	99	11
30	49	90	89	9
57	40	30	37	67
43	70	60	86	22
7	29	42	60	82
34	89	79	81	42
38	47	83	79	61
17	54	21	85	45
7	64	27	26	39
51	25	12	72	34
26	27	91	16	81
91	44	57	47	82
4	83	88	54	25
52	22	55	19	41
3	79	7	5	6
25	48	90	1	26
28	39	22	100	3
71	45	25	28	8
87	89	35	31	53
75	47	73	100	47
63	73	97	35	75
27	1	27	82	18
52	65	24	22	71
83	11	45	25	76
72	24	17	26	45
88	30	69	23	100
92	34	66	59	66
59	7	83	53	45
97	30	37	15	54
39	20	77	60	59
100	2	36	77	1
83	73	14	60	29
79	20	71	54	79
74	90	89	47	16
85	99	8	69	81
31	33	21	51	50
32	43	66	28	23
74	60	84	61	9
79	60	83	26	67
17	78	1	45	36
29	99	15	36	85
93	8	70	52	34
96	70	54	76	59
61	22	79	37	84
25	37	34	34	67
85	96	76	99	91
65	91	11	42	8
74	61	2	92	66
20	67	85	14	70
24	51	22	93	11
60	44	90	28	6
67	7	4	30	49
93	6	19	5	31
23	29	67	80	10
84	43	90	54	21
52	93	70	77	82
8	38	24	50	52
47	29	85	37	58
83	85	83	6	8
31	43	17	10	52
78	38	94	41	38
47	35	87	96	11
39	17	97	67	49
55	66	21	23	14
93	20	74	80	98
39	36	40	24	45
95	21	23	1	64
4	50	64	92	98
76	59	68	41	22
57	23	75	55	27
66	6	91	64	53
45	55	40	56	55
57	24	46	59	47
89	78	48	21	41
92	64	100	97	10
100	88	32	62	32
18	96	63	1	24
20	43	69	21	1
85	7	91	68	61
63	17	99	43	84
76	16	54	100	85
13	25	7	17	49
20	5	73	4	13
14	35	86	46	85
35	5	69	42	71
28	55	45	93	99
24	98	52	18	7
91	32	67	45	77
12	63	31	96	40
57	72	52	11	38
57	96	83	35	17
4	17	9	17	70
14	73	32	16	36
21	10	46	28	10
74	52	83	33	99
42	75	12	47	18
81	15	27	16	91
71	69	14	24	82
24	71	2	68	36
18	91	71	10	90
83	1	29	93	8
52	93	46	87	49
85	55	87	53	50
21	73	4	87	71
80	44	87	26	78
64	22	89	33	31
97	91	61	44	7
17	10	90	90	69
66	68	64	44	21
15	16	11	95	47
62	23	7	63	65
9	48	80	99	81
67	86	32	85	32
68	82	49	26	77
50	25	8	2	49
40	7	49	43	57
58	10	13	64	43
85	89	64	59	46
43	26	63	99	24
26	40	14	36	53
32	56	18	34	79
65	58	84	93	80
37	19	3	13	22
49	35	30	29	44
9	82	69	23	23
34	64	96	82	58
30	63	74	65	12
48	56	18	43	25
20	80	37	72	53
62	45	2	67	58
50	51	90	7	27
42	5	91	7	92
51	55	96	84	45
14	48	92	77	11
2	24	20	29	41
48	60	86	30	82
29	53	65	39	4
50	67	38	61	12
90	63	28	90	90
20	59	15	37	81
45	17	72	13	76
11	30	18	4	67
15	46	10	87	1
59	46	69	7	89
44	56	58	61	22
33	58	40	77	31
19	17	41	80	23
93	96	33	46	56
95	52	73	95	93
82	91	57	2	46
32	31	29	51	35
27	83	47	56	34
27	42	79	18	87
33	84	86	56	25
67	27	65	2	52
11	36	65	31	53
8	17	8	26	82
10	76	98	97	85
24	80	24	31	70
46	36	72	49	17
79	77	66	87	89
59	23	87	89	47
87	18	60	39	52
28	86	59	38	99
21	4	80	62	81
24	99	72	77	80
73	68	97	41	55
12	4	43	49	35
55	81	55	68	27
68	99	49	8	58
38	47	18	20	10
35	77	68	81	34
37	41	34	18	52
29	31	84	40	94
42	35	23	93	73
44	55	45	28	52
83	27	79	57	24
54	21	78	4	78
28	49	1	34	27
39	85	76	18	60
26	55	70	38	58
35	62	65	61	64
84	67	10	33	61
15	16	91	52	14
75	76	86	47	94
87	90	58	7	22
96	53	49	63	45
92	47	83	61	11
95	41	84	50	9
98	80	76	28	12
92	92	64	96	93
23	34	81	34	73
99	84	72	79	15
78	76	67	45	58
33	22	21	35	80
26	91	84	83	37
71	86	51	68	4
33	75	30	19	10
10	59	61	50	61
34	10	93	37	32
77	10	6	71	18
99	57	52	59	8
84	27	65	94	30
35	16	73	15	62
88	77	84	95	27
33	89	67	62	74
2	96	66	68	13
10	38	62	58	69
98	47	64	66	88
6	81	53	39	13
6	39	4	90	57
1	56	23	14	44
81	72	29	79	86
47	15	24	5	34
98	70	59	100	68
77	26	19	44	23
89	54	98	99	40
93	84	41	43	40
35	5	33	65	48
26	36	25	64	28
44	86	86	54	21
62	14	12	80	100
98	8	29	87	68
20	78	91	48	73
57	17	89	66	28
49	75	82	51	1
55	50	88	66	46
93	36	73	27	28
59	5	21	10	68
25	53	58	15	12
76	79	92	7	36
4	83	2	76	6
29	19	62	33	47
97	51	26	88	14
83	20	89	12	35
24	57	77	28	2
58	91	52	77	10
58	12	1	46	25
69	78	19	84	75
62	18	92	16	87
91	80	44	97	17
21	74	13	46	69
80	2	8	39	13
37	5	73	2	60
10	66	76	1	91
36	45	36	8	35
15	56	82	57	10
47	86	74	58	85
53	46	93	54	90
7	16	1	95	97
7	9	77	52	61
49	30	20	97	74
22	72	52	60	8
41	93	8	86	98
39	63	57	73	8
44	85	93	40	18
92	54	39	87	16
17	54	39	88	96
28	74	63	4	100
71	39	40	54	29
9	1	77	93	81
68	42	62	16	18
88	2	37	45	35
38	9	55	86	44
73	91	27	15	74
52	25	11	69	98
15	12	35	75	34
89	23	69	15	50
19	38	36	45	17
85	33	89	80	45
80	18	83	26	26
57	48	94	51	99
64	77	86	16	4
2	25	83	43	87
81	47	78	46	33
48	51	3	60	5
8	53	84	76	3
77	44	81	100	49
30	2	17	37	9
65	22	61	53	62
57	33	27	4	61
70	87	88	63	57
64	50	92	78	58
89	46	28	8	59
37	3	48	60	52
69	83	52	42	49
18	15	31	47	83
48	30	30	15	100
71	30	43	93	65
38	34	25	35	88
74	3	91	57	90
72	18	58	25	32
64	32	97	30	8
99	53	55	90	85
39	62	56	86	34
11	35	94	31	60
17	9	25	89	56
77	22	22	51	86
83	76	90	94	29
55	37	81	2	91
48	10	85	35	48
41	25	16	17	97
28	81	50	79	33
1	71	34	18	16
17	31	13	29	5
70	10	35	12	77
23	100	24	71	42
63	22	50	42	36
42	11	29	44	83
92	67	73	38	33
81	21	35	62	15
50	33	31	63	21
31	28	91	44	99
4	69	28	60	82
29	43	78	98	85
12	54	19	22	89
85	1	81	29	74
34	40	99	24	17
29	77	64	92	90
30	29	10	9	77
78	35	12	20	8
81	6	59	26	87
35	29	34	100	92
83	97	92	82	49
31	65	21	68	40
73	24	79	93	91
12	34	87	52	32
90	21	8	97	2
67	30	65	83	79
29	86	80	75	74
63	28	92	22	15
50	40	83	22	4
67	47	47	14	51
10	17	9	65	64
68	61	28	69	63
42	22	28	75	50
19	16	25	11	45
33	8	83	54	42
26	16	95	47	30
23	80	35	9	39
4	15	99	39	22
28	80	7	30	3
57	62	24	28	26
46	38	86	80	87
63	54	91	67	10
34	78	69	82	100
15	25	10	18	97
70	12	66	74	22
1	12	78	96	40
69	69	37	70	6
62	12	30	53	88
22	23	71	15	35
23	36	44	17	50
33	90	59	67	50
35	41	84	39	63
39	41	91	51	64
32	7	49	57	15
57	55	47	58	66
39	51	81	74	54
80	64	88	60	27
87	94	44	32	37
36	33	89	58	31
54	75	50	97	60
18	2	27	82	84
50	54	93	37	54
85	67	93	35	32
9	78	76	18	29
83	88	79	20	6
64	73	66	34	39
77	45	51	97	81
1	74	60	34	87
76	85	44	37	6
13	42	32	9	74
21	38	41	76	26
81	71	56	86	2
39	2	94	67	17
76	87	82	55	68
12	36	48	57	14
16	22	12	28	16
56	37	17	59	71
82	84	39	83	1
38	91	29	51	57
25	5	45	57	19
5	73	96	61	71
20	32	62	62	12
12	6	3	91	84
58	18	13	50	15
47	29	15	85	34
100	64	97	35	56
16	54	65	29	99
48	48	71	99	24
97	27	98	29	54
52	83	93	2	63
85	36	78	34	67
19	23	4	100	9
3	60	5	7	66
70	50	71	67	96
48	93	94	34	52
3	2	22	71	54
55	70	65	1	63
35	64	99	3	43
67	20	44	82	47
56	35	11	86	33
52	95	18	87	85
4	80	93	40	32
91	51	51	14	59
13	37	54	96	8
42	68	27	43	4
88	5	76	24	2
41	11	53	78	78
25	72	22	78	3
72	39	53	67	84
39	44	58	66	34
80	51	97	82	65
32	43	13	37	93
27	23	72	68	27
22	26	32	55	78
97	89	29	93	91
59	52	32	96	71
9	37	11	62	20
64	63	38	12	80
64	88	38	34	44
44	42	6	33	28
63	1	60	25	76
22	53	5	36	7
33	33	34	96	55
81	37	79	48	33
32	58	43	84	55
4	34	18	70	18
96	15	19	68	51
88	29	89	96	72
66	40	99	5	76
59	19	97	37	79
96	88	38	15	95
59	50	17	37	37
52	71	15	12	19
2	30	43	74	7
87	1	63	89	14
40	87	23	29	71
90	82	75	27	46
21	62	83	37	58
85	32	48	20	45
41	75	69	67	46
72	98	58	23	62
88	51	13	16	60
85	82	90	52	46
62	77	76	94	24
34	15	71	63	99
28	81	42	32	51
40	68	63	42	23
72	44	5	62	24
41	5	16	84	7
3	59	49	98	60
13	83	20	9	7
6	65	10	83	49
85	72	76	12	72
48	37	31	99	14
61	98	96	75	34
89	93	19	33	35
83	47	13	34	47
1	25	18	14	54
5	94	44	42	42
16	75	70	84	68
62	2	15	64	20
86	98	76	81	66
2	39	4	3	88
54	1	94	17	21
70	77	9	22	59
35	26	47	17	18
3	22	80	73	7
39	50	95	43	81
38	71	55	13	23
91	42	14	79	83
78	71	16	99	38
21	81	88	60	68
74	37	82	53	19
55	70	60	90	69
42	22	94	36	56
27	3	36	14	44
87	4	6	2	66
90	90	21	59	24
47	36	13	96	51
34	62	79	42	39
91	100	88	20	31
45	56	30	15	77
49	84	74	81	26
87	62	81	61	51
84	48	42	70	21
73	51	18	35	90
24	26	77	30	30
56	89	38	37	55
68	44	84	80	92
16	2	59	22	70
83	72	45	10	11
83	29	97	1	78
50	36	59	19	49
34	71	63	85	21
20	23	31	35	41
23	24	10	64	65
27	80	9	98	98
15	74	53	56	39
96	13	19	80	81
82	19	92	33	71
62	65	4	13	11
55	57	80	4	67
18	57	90	47	48
61	43	93	83	75
32	2	25	69	37
39	50	67	17	100
82	5	46	77	87
29	29	57	63	33
55	77	15	93	39
24	61	73	23	23
53	99	73	73	29
23	14	41	41	33
24	89	84	9	1
14	24	39	5	78
4	55	34	65	1
77	26	23	22	45
94	78	43	83	68
10	56	26	90	25
97	86	87	44	13
19	60	99	41	1
39	40	33	36	8
91	13	10	31	18
10	51	30	62	80
91	34	73	32	11
51	82	11	29	98
24	11	99	59	67
71	81	65	82	92
3	33	33	26	24
32	82	31	97	95
71	93	16	21	92
72	27	31	70	14
37	91	95	100	70
72	66	72	71	6
97	3	84	96	94
59	67	72	97	48
94	16	21	23	44
64	11	49	98	72
37	92	46	58	58
23	89	69	45	52
22	70	74	47	88
71	48	62	15	70
7	67	63	85	37
53	26	59	68	40
89	42	68	48	41
46	7	92	74	79
51	43	80	14	9
34	36	26	60	70
16	80	64	57	63
98	39	18	67	41
74	26	16	37	66
34	85	90	31	7
36	20	87	88	36
77	8	97	17	83
48	54	87	36	83
84	86	64	81	54
89	46	16	5	45
4	58	13	94	70
53	33	14	69	91
6	17	88	43	94
40	15	6	29	82
75	15	97	13	81
92	94	48	29	66
36	25	98	23	94
77	2	40	49	54
39	8	100	19	50
28	20	78	30	6
92	72	63	43	6
12	77	2	57	43
52	27	50	6	2
11	90	71	5	23
91	25	26	91	68
34	42	82	89	100
66	75	30	59	23
9	8	6	61	12
91	87	59	75	35
90	83	89	77	52
45	78	87	95	29
95	97	7	88	44
60	23	26	43	74
34	78	75	30	94
33	85	40	48	57
44	46	52	14	93
33	69	52	53	86
74	67	14	2	16
10	12	18	68	25
65	12	3	42	65
89	10	52	22	2
66	69	28	76	52
32	65	8	72	52
15	92	89	93	45
73	86	62	85	75
48	41	87	18	10
70	39	100	27	100
51	41	96	99	53
21	46	78	69	63
22	43	97	64	85
70	25	80	14	18
87	46	75	91	35
8	80	8	6	89
72	70	48	34	95
4	25	92	43	69
29	80	8	50	18
73	63	24	22	87
38	8	28	60	20
70	85	100	79	74
58	43	79	28	42
83	10	39	66	49
22	3	22	42	96
89	24	65	93	38
13	11	43	32	81
53	93	59	95	5
24	3	83	40	31
71	52	95	30	60
100	38	40	63	80
68	31	41	52	33
55	14	33	43	66
38	69	74	62	16
77	13	57	15	1
74	71	63	82	29
30	73	63	37	71
98	33	81	40	98
100	99	29	20	39
7	66	95	81	25
86	76	7	21	29
20	91	78	25	51
35	100	59	54	36
87	32	44	70	25
20	23	40	81	67
16	66	6	52	10
24	58	39	15	12
10	89	22	66	19
78	68	10	10	97
69	42	27	89	4
21	32	89	19	64
28	32	60	41	58
100	85	92	87	8
9	79	76	59	60
8	74	87	69	82
29	77	49	53	93
87	53	4	63	55
8	42	2	32	16
47	82	25	12	80
86	25	76	49	53
9	52	35	70	6
76	4	81	68	90
99	20	93	48	76
30	29	53	89	44
95	50	74	59	66
49	43	50	92	42
46	33	28	7	16
63	69	41	63	19
39	92	100	22	11
40	75	96	35	96
79	95	32	85	4
52	82	61	95	97
84	63	3	24	4
67	56	87	5	73
24	83	100	99	82
86	24	4	3	47
66	21	67	92	25
72	62	17	98	47
47	82	78	52	5
31	64	80	40	90
17	12	55	2	96
18	46	75	55	92
37	53	82	5	6
17	20	24	71	29
6	96	44	87	3
53	81	68	100	82
69	13	92	94	71
57	64	81	48	48
11	73	100	43	57
92	90	7	46	87
38	73	34	69	19
64	93	11	40	88
5	40	64	77	87
33	84	88	8	38
46	83	15	75	76
15	99	47	40	68
94	5	60	78	15
7	45	4	74	70
1	63	39	89	26
54	88	8	17	39
13	98	58	14	72
10	48	74	68	59
72	14	38	62	87
21	35	67	82	91
45	11	5	58	94
1	15	23	48	45
96	35	64	85	65
4	12	84	94	60
61	71	50	49	55
61	6	74	70	64
30	66	4	17	97
66	87	52	7	58
67	28	59	2	98
37	91	74	61	50
75	34	82	70	80
73	16	64	40	17
13	45	18	48	21
9	98	13	92	83
38	63	66	28	57
77	92	4	12	84
58	18	3	46	67
46	99	94	70	69
31	35	22	80	57
84	6	19	55	19
68	91	48	8	79
39	22	34	4	42
38	61	92	75	91
36	25	93	15	53
82	79	42	40	37
29	90	78	22	67
8	81	25	65	94
89	86	6	28	99
34	100	65	83	14
50	81	98	23	39
34	83	8	35	27
59	94	65	52	49
47	56	19	9	63
50	33	57	94	12
16	78	31	3	81
9	46	63	25	28
84	50	99	39	12
79	2	54	43	2
45	1	46	67	66
89	64	26	2	29
78	88	86	91	24
38	23	80	29	93
82	41	70	91	25
37	37	34	23	23
66	22	19	77	3
92	86	75	6	93
40	86	40	10	85
82	65	80	38	45
76	31	69	16	67
11	86	8	11	14
62	76	5	33	68
21	72	2	90	5
57	20	71	97	42
89	85	60	14	100
33	58	18	37	38
97	54	75	16	90
6	53	60	56	68
22	60	47	89	28
6	10	70	21	2
13	31	17	46	26
98	91	20	87	79
85	41	60	23	17
47	95	82	11	19
56	65	72	85	18
70	23	14	82	63
45	97	78	39	55
59	33	7	54	22
41	65	2	58	78
16	24	33	97	24
88	30	55	62	92
31	2	11	16	23
63	92	100	70	76
63	28	83	2	70
63	28	58	29	43
44	99	81	87	89
59	35	75	16	76
14	31	15	64	47
42	49	28	47	37
60	53	96	15	36
61	66	37	11	41
79	18	64	68	75
39	2	79	32	83
98	30	28	100	39
47	24	34	55	32
61	1	45	74	18
86	24	93	49	7
58	95	72	11	84
72	8	26	27	27
20	7	27	41	86
77	12	45	96	8
13	5	13	71	14
40	8	11	39	23
10	86	43	84	28
50	62	13	68	11
86	84	73	83	77
49	55	2	69	20
34	32	40	64	36
69	25	11	31	67
61	13	44	83	11
60	2	13	100	46
4	13	85	92	24
27	2	62	4	40
35	64	58	3	2
2	69	86	89	31
14	8	3	48	16
28	33	25	53	71
32	75	83	75	1
45	44	88	31	49
15	25	66	16	51
58	10	45	87	45
24	88	22	21	47
99	66	80	89	34
81	92	38	36	8
12	46	88	97	55
33	37	44	91	88
70	97	77	59	11
77	88	74	51	30
9	78	35	43	17
71	6	21	31	24
14	45	41	23	88
14	2	41	21	44
37	96	72	15	50
76	57	23	24	52
15	97	30	56	20
75	40	24	58	82
45	2	89	65	16
28	26	50	75	51
52	23	80	59	34
14	14	69	57	85
73	25	2	70	95
80	5	64	94	14
21	91	42	44	53
41	63	79	90	64
25	50	33	34	58
31	49	52	82	43
69	29	58	79	14
12	85	33	45	70
12	62	65	35	64
35	80	18	31	74
43	42	57	44	17
72	61	69	21	92
64	50	40	43	87
72	11	94	9	63
22	29	57	20	84
16	25	66	45	71
96	5	79	57	97
76	4	43	67	58
95	20	63	48	71
14	36	68	54	55
80	59	70	98	72
25	66	14	78	65
34	21	11	27	66
86	54	90	90	82
15	15	40	94	84
51	11	49	30	51
66	62	45	94	72
9	10	88	20	50
30	16	2	56	42
5	8	89	75	59
22	78	31	54	46
86	67	27	80	69
23	20	69	87	32
93	67	50	74	93
85	13	36	49	71
70	69	74	49	49
35	48	31	44	89
48	24	48	51	70
65	24	85	30	74
8	69	97	97	96
93	72	11	24	74
26	95	80	41	90
41	47	80	43	90
90	12	39	60	41
72	68	75	53	73
23	74	33	93	12
54	15	65	78	25
55	51	19	15	74
39	69	44	76	35
23	91	59	83	45
16	59	7	29	39
58	41	68	46	64
89	83	96	24	64
80	64	51	88	96
21	89	24	38	91
31	92	36	7	31
96	46	80	71	76
22	71	6	43	8
8	48	32	40	39
39	80	36	32	45
93	85	47	39	93
40	22	85	51	7
23	3	94	28	27
59	12	50	77	24
82	76	64	54	57
83	10	5	31	78
77	12	16	74	75
71	31	21	83	9
71	16	71	45	3
66	73	18	19	51
11	30	42	30	2
81	63	57	36	51
85	89	96	4	71
85	4	93	77	93
23	34	90	30	14
96	3	17	80	9
89	85	51	99	50
25	46	24	68	95
27	62	67	4	75
4	98	99	67	75
46	95	29	14	30
10	71	26	16	94
44	59	19	92	92
21	73	95	46	51
10	67	18	25	84
80	17	31	50	9
36	9	68	13	69
16	98	22	63	50
43	34	60	66	17
94	76	22	2	87
86	77	14	37	26
58	70	94	43	93
3	100	31	51	85
2	34	62	82	91
66	92	57	25	51
45	20	6	87	21
75	22	79	13	75
90	46	49	15	23
79	47	7	32	67
64	51	43	12	81
90	94	31	83	72
100	49	48	5	96
80	12	45	51	26
96	95	72	1	12
46	10	72	10	70
15	74	77	18	24
25	71	78	39	4
2	11	13	46	22
60	18	89	85	70
51	11	18	23	32
48	55	72	6	48
26	90	10	3	92
24	38	36	100	31
24	49	14	92	20
46	27	43	89	5
42	72	61	64	53
77	10	77	74	89
79	35	31	43	2
88	43	15	89	11
63	70	5	18	28
25	30	65	46	70
22	90	5	88	89
3	60	56	71	50
91	72	44	88	43
23	52	89	70	11
21	8	81	41	33
28	76	44	51	4
47	14	74	40	64
19	34	40	58	53
63	85	69	42	23
85	89	20	64	25
65	98	12	54	59
55	60	10	63	73
67	93	23	88	48
6	68	87	59	85
44	81	42	16	93
32	31	82	29	19
8	12	41	93	83
53	38	99	75	38
19	48	23	28	66
98	13	21	68	71
19	90	76	23	67
68	100	53	26	98
31	52	53	29	54
98	62	54	10	10
88	68	80	82	48
14	59	91	63	96
75	80	65	58	60
27	11	100	30	53
11	57	82	82	52
62	67	13	25	77
45	22	98	30	67
32	6	23	38	41
58	50	35	100	73
43	5	44	37	98
13	50	61	76	77
47	58	94	37	71
63	78	25	70	26
55	56	12	45	36
5	31	28	26	85
20	37	3	88	94
9	4	76	64	67
9	66	19	96	85
98	73	47	86	73
25	96	11	18	63
96	54	6	69	31
76	28	3	20	77
71	85	63	90	58
37	56	10	78	29
40	49	47	97	72
25	38	61	62	38
24	36	3	61	78
67	2	93	2	27
5	12	1	60	55
21	50	5	97	25
19	22	23	98	27
61	26	100	49	37
58	2	77	71	53
59	23	24	25	48
88	78	11	35	51
79	95	14	78	36
10	72	62	83	13
20	17	55	16	99
71	76	87	43	5
48	49	11	77	92
20	21	95	97	28
16	55	55	19	7
21	80	99	51	76
76	89	97	77	22
2	9	98	51	37
62	67	30	72	4
13	94	93	18	11
73	1	82	92	60
30	76	77	75	86
45	84	14	92	100
71	22	40	97	40
99	62	26	86	55
85	56	24	99	33
95	83	12	52	76
18	96	47	49	56
100	71	65	99	67
34	82	17	55	98
99	19	64	56	59
79	94	92	52	16
61	52	86	69	16
7	52	64	80	75
76	85	56	8	62
45	80	6	98	74
62	58	84	12	64
33	45	68	3	16
90	3	8	8	4
76	22	16	24	49
37	80	97	83	27
1	66	38	88	31
41	1	99	60	54
52	79	35	25	1
68	77	97	86	44
44	32	90	73	9
70	90	11	13	50
58	19	86	4	3
77	15	38	11	64
96	27	12	26	86
89	55	99	87	60
42	9	59	97	73
2	16	36	17	10
42	97	68	99	23
68	88	49	53	84
39	96	40	64	92
9	77	95	71	24
46	33	10	100	55
37	1	58	58	97
42	16	63	26	82
50	41	39	75	18
45	86	29	28	42
26	98	83	43	57
28	35	27	81	78
89	75	39	10	92
86	46	2	17	20
96	53	28	48	90
7	72	55	30	38
62	15	43	2	50
38	48	16	22	58
53	25	99	30	65
81	84	10	23	24
52	80	48	90	43
68	96	74	30	61
51	62	7	84	53
21	60	52	73	98
60	85	81	94	19
91	68	44	86	85
94	46	65	48	67
32	35	59	16	46
33	56	38	60	84
19	70	33	84	95
39	38	29	84	88
54	27	30	33	12
70	40	91	46	60
76	68	83	43	65
99	16	57	27	55
70	13	91	72	11
95	47	88	83	2
46	96	95	32	52
58	74	72	29	62
2	41	1	54	24
7	56	77	60	33
78	30	85	10	85
68	45	1	60	8
39	2	18	2	94
60	45	99	31	21
10	27	27	65	62
42	13	97	63	32
6	40	82	25	71
9	26	17	60	61
85	2	87	15	17
85	46	35	82	58
39	10	79	61	71
57	36	48	83	38
66	21	93	72	57
87	67	13	65	76
9	72	14	32	95
6	26	97	17	86
85	99	80	20	27
60	92	32	87	77
28	98	32	35	3
80	1	12	86	86
63	99	36	71	74
57	33	62	85	31
78	39	80	58	72
11	9	58	57	19
80	82	82	76	65
37	39	85	42	3
59	29	12	53	60
87	10	85	19	23
63	41	52	28	61
93	51	36	40	33
12	31	18	45	8
20	63	35	99	31
96	1	52	30	71
28	60	51	15	56
96	73	49	37	7
14	95	11	19	15
73	21	92	84	42
18	95	68	65	96
34	30	34	32	31
91	97	52	35	42
2	37	83	2	23
57	62	32	18	44
27	28	72	82	50
14	80	19	5	16
22	40	22	28	64
3	84	37	17	3
40	81	24	89	93
54	76	27	20	58
36	42	94	62	11
51	32	71	2	31
97	62	26	86	87
60	12	63	68	5
45	13	69	77	94
84	47	75	70	85
38	98	74	56	43
26	85	42	84	32
57	6	4	50	20
5	11	55	9	23
87	77	80	65	96
78	86	27	71	49
31	26	41	21	66
